predicate;formula;frequency;closest_solution;solution_distance
this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((one (ref1 . (ref0 . (Class <: Groups)))) && (one (ref2 . (ref0 . (Class <: Groups)))) && ((ref2 -> ref0) in (Person <: Teaches))) => (ref2 in (ref1 . (^ (Person <: Tutors))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));24
this/inv5;(Teacher in ((Person <: Teaches) . Class));1;(some (Teacher . (Person <: Teaches)));5
this/inv9;(some ref0:(one Teacher)|(one (ref0 . (Person <: Teaches))));1;(all ref0:(one Class)|(lone ((ref0 . (~ (Person <: Teaches))) & Teacher)));7
this/inv13;((Student in (Person . (^ (Person <: Teaches)))) && (Teacher in (Person . (^ (~ (Person <: Teaches))))));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));8
this/inv12;(all ref0:(one Group),ref1:(one Student),ref2:(one Teacher)|(some ref3:(one Class)|(((ref2 -> ref3) in (Person <: Teaches)) => ((ref3 -> (ref1 -> ref0)) in (Class <: Groups)))));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));20
this/inv5;(Class in (Class . (Person <: Teaches)));1;(some (Teacher . (Person <: Teaches)));5
this/inv13;((Student in (Person . (Person <: Teaches))) && (Teacher in (Person . (~ (Person <: Teaches)))));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));10
this/inv13;((Student in (Person . (Person <: Tutors))) && (Teacher in (Person . (~ (Person <: Tutors)))));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));6
this/inv9;(one ref0:(one Teacher)|(lone (ref0 . (Person <: Teaches))));1;(all ref0:(one Class)|(lone ((ref0 . (~ (Person <: Teaches))) & Teacher)));5
this/inv13;((Student in (Person . (* (Person <: Tutors)))) && (Teacher in (Person . (^ (* (Person <: Tutors))))));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));8
this/inv9;(some ref0:(one Teacher)|((lone (ref0 . (Person <: Teaches))) && (ref0 !in Student)));1;(all ref0:(one Class)|(lone ((ref0 . (~ (Person <: Teaches))) & Teacher)));9
this/inv11;(no ref0:(one Class)|(some ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) !in (Person <: Teaches)))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));12
this/inv11;(all ref0:(one Class)|(some ref1:(one Group),ref2:(one Teacher)|((some (ref0 . (Class <: Groups))) => ((ref0 -> (ref2 -> ref1)) in (Class <: Groups)))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));11
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student)|(some ref3:(one Teacher)|(((ref3 -> ref2) in (Person <: Tutors)) => (((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches))))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Person)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches))) => ((ref3 -> ref2) in (Person <: Tutors))));18
this/inv12;(Teacher in (Person . (Person <: Teaches)));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));8
this/inv14;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Teacher)|(((ref2 -> ref0) in (Person <: Teaches)) => (some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) => (((ref2 -> ref0) in (Person <: Teaches)) => ((ref2 -> ref1) in (Person <: Tutors)))));22
this/inv12;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));13
this/inv14;(all ref0:(one Class),ref1:(one Person)|(some ref2:(one Teacher)|(((ref2 -> ref0) in (Person <: Teaches)) => (some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) => (((ref2 -> ref0) in (Person <: Teaches)) => ((ref2 -> ref1) in (Person <: Tutors)))));22
this/inv14;(all ref0:(one Class),ref1:(one Student)|((all ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches))) && (some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|(((ref0 -> (ref2 -> ref3)) in (Class <: Groups)) && ((ref1 -> ref0) in (Person <: Teaches)))) => ((ref1 -> ref2) in (Person <: Tutors))));24
this/inv14;(all ref0:(one Class),ref1:(one Person)|(some ref2:(one Person)|(((ref2 -> ref0) in (Person <: Teaches)) => (some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) => (((ref2 -> ref0) in (Person <: Teaches)) => ((ref2 -> ref1) in (Person <: Tutors)))));22
this/inv11;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Group),ref4:(one Teacher)|((ref0 -> (ref4 -> ref3)) in (Class <: Groups)))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));15
this/inv14;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|(((ref2 -> ref0) in (Person <: Teaches)) => (some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) => (((ref2 -> ref0) in (Person <: Teaches)) => ((ref2 -> ref1) in (Person <: Tutors)))));22
this/inv14;(all ref0:(one Class),ref1:(one Student)|((all ref3:(one Teacher)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors)))) && (some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups)))));1;(all ref0:(one Class),ref1:(one Person)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Person)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));24
this/inv3;(all ref0:(one Person)|((ref0 in Student) => (((ref0 !in Teacher) && (ref0 in Teacher)) => (ref0 !in Student))));1;(all ref0:(one Person)|(((ref0 in Student) => (ref0 !in Teacher)) && ((ref0 in Teacher) => (ref0 !in Student))));8
this/inv5;(some (Class & Teacher));1;(some (Teacher . (Person <: Teaches)));4
this/inv12;(no (~ (Class . (Class <: Groups))));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));8
this/inv12;(no (Person . (~ (Class . (Class <: Groups)))));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));10
this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Student)|((some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches))) && ((ref0 -> (ref2 -> ref1)) in (Class <: Groups))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));18
this/inv12;(no (Group . (~ (Class . (Class <: Groups)))));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));10
this/inv5;(all ref0:(one Teacher)|(some (ref0 -> Group)));1;(some (Teacher . (Person <: Teaches)));7
this/inv12;(Teacher in (Group . (~ (Class . (Class <: Groups)))));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));11
this/inv10;(all ref0:(one Class),ref1:(one Group)|(ref0 in Class));1;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))));11
this/inv6;(some ref0:(one Person)|((ref0 in Class) && (ref0 in Teacher)));1;(Teacher in ((Person <: Teaches) . Class));9
this/inv12;(no ((Class . (Class <: Groups)) . Teacher));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));9
this/inv12;(Group in ((Class . (Class <: Groups)) . Teacher));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));10
this/inv11;(all ref0:(one Class),ref1:(one Group)|(some ref2:(one Teacher)|((some ((ref0 . (Class <: Groups)) . Person)) => ((ref0 -> (ref2 -> ref1)) in (Class <: Groups)))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));13
this/inv11;(all ref0:(one Class),ref1:(one Group)|(some ref2:(one Teacher)|(some ((ref0 . (Class <: Groups)) . Person))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));13
this/inv5;(some ref0:(one Class),ref1:(one Teacher)|(some (ref0 -> (ref1 -> Group))));1;(some (Teacher . (Person <: Teaches)));10
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) => ((ref3 -> ref2) in (Person <: Tutors))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Person)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) => (((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref2) in (Person <: Tutors)))));14
this/inv5;(some ref0:(one Class)|(all ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches))));1;(some ref0:(one Class),ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)));4
this/inv6;(all ref0:(one Person)|((ref0 in Teacher) => (ref0 in Class)));1;(all ref0:(one Teacher)|(some ref1:(one Class)|((ref0 in Teacher) => ((ref0 -> ref1) in (Person <: Teaches)))));7
this/inv5;(some ref0:(one Class),ref1:(one Teacher)|((ref0 -> (ref1 -> Group)) in (Class <: Groups)));1;(some ref0:(one Class),ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)));10
this/inv3;((! (Person in Student)) <=> (Person in Teacher));1;(no (Student & Teacher));8
this/inv11;(all ref0:(one Class)|(some ref1:(one Group),ref2:(one Teacher)|(some (ref0 . (Class <: Groups)))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));11
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|(((ref3 -> ref2) in (Person <: Tutors)) && ((ref3 -> ref3) in (Person <: Tutors))));1;(all ref0:(one Class),ref1:(one Person)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Person)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));24
this/inv11;(all ref0:(one Class)|(some ref1:(one Teacher)|((some (ref0 . (Class <: Groups))) => (ref0 in (ref1 . (~ (Person <: Teaches)))))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));9
this/inv5;(some ref0:(one Class)|(all ref1:(one Teacher)|(ref0 in (ref1 . (Person <: Teaches)))));1;(some ref0:(one Class),ref1:(one Teacher)|(ref0 in (ref1 . (Person <: Teaches))));4
this/inv5;(some ref0:(one Class)|((ref0 in Group) => (ref0 in Teacher)));1;(some ref0:(one Class)|(ref0 in (Teacher . (Person <: Teaches))));8
this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref0 -> (ref2 -> ref1)) in (Class <: Groups))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));16
this/inv11;(all ref0:(one Class)|(some ref1:(one Group),ref2:(one Student)|(lone ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) => ((ref3 -> ref0) in (Person <: Teaches))))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));8
this/inv5;(some ref0:(one Class)|((ref0 in Group) && (ref0 in Teacher)));1;(some ref0:(one Person)|((some ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))) && (ref0 in Teacher)));7
this/inv11;(all ref0:(one Class),ref1:(one Group)|(some ref2:(one Teacher)|(((ref2 -> ref0) in (Person <: Teaches)) => ((ref0 -> (ref2 -> ref1)) in (Class <: Groups)))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));15
this/inv9;(all ref0:(one Class)|(some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches))));1;(all ref0:(one Class)|(lone ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches))));4
this/inv5;(some ref0:(one Person)|((ref0 in Class) && (ref0 in Group) && (ref0 in Teacher)));1;(some ref0:(one Person)|((some ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))) && (ref0 in Teacher)));10
this/inv12;(no ((Class <: Groups) . Group));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));7
this/inv7;(! (some ref0:(one Class),ref1:(one Teacher)|(! ((ref1 -> ref0) in (Person <: Teaches)))));1;(! (some ref0:(one Class)|(all ref1:(one Teacher)|(! ((ref1 -> ref0) in (Person <: Teaches))))));4
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student)|(some ref3:(one Teacher)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref0 -> (ref3 -> ref1)) in (Class <: Groups))) => ((ref3 -> ref2) in (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Person)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches))) => ((ref3 -> ref2) in (Person <: Tutors))));14
this/inv12;(all ref0:(one Class),ref1:(one Teacher)|((some ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) in (Class <: Groups))) => ((ref1 -> ref0) in (Person <: Teaches))));1;(all ref0:(one Teacher)|(some ref1:(one Class)|((some ref2:(one Group),ref3:(one Person)|((ref1 -> (ref3 -> ref2)) in (Class <: Groups))) && ((ref0 -> ref1) in (Person <: Teaches)))));14
this/inv14;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Group),ref3:(one Teacher)|((((ref0 -> (ref1 -> ref2)) in (Class <: Groups)) && ((ref0 -> (ref3 -> ref2)) in (Class <: Groups))) => ((ref3 -> ref1) in (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Person)|((some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))) => (all ref3:(one Person)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref1) in (Person <: Tutors))))));16
this/inv9;(all ref0:(one Class)|(((# (Teacher . (Person <: Teaches))) < 2) && (ref0 in (Teacher . (Person <: Teaches)))));1;(all ref0:(one Class)|(lone ref1:(one Teacher)|(ref0 in (ref1 . (Person <: Teaches)))));12
this/inv11;(all ref0:(one Class)|(some ref1:(one Teacher)|((some ((ref0 . (Class <: Groups)) . Group)) => (ref0 in (ref1 . (Person <: Teaches))))));1;(all ref0:(one Class)|((some ((ref0 . (Class <: Groups)) . Group)) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));8
this/inv9;(all ref0:(one Class)|((ref0 in (Teacher . (Person <: Teaches))) => ((# (Teacher . (Person <: Teaches))) < 2)));1;(all ref0:(one Class)|(lone ref1:(one Teacher)|(ref0 in (ref1 . (Person <: Teaches)))));12
this/inv12;((all ref0:(one Teacher)|(some ref1:(one Class)|((some ref2:(one Group),ref3:(one Person)|((ref1 -> (ref3 -> ref2)) in (Class <: Groups))) && ((ref0 -> ref1) in (Person <: Teaches))))) && (all ref4:(one Class)|(some ref5:(one Group),ref6:(one Person)|((ref4 -> (ref6 -> ref5)) in (Class <: Groups)))));1;(all ref0:(one Teacher)|(some ref1:(one Class)|((some ref2:(one Group),ref3:(one Person)|((ref1 -> (ref3 -> ref2)) in (Class <: Groups))) && ((ref0 -> ref1) in (Person <: Teaches)))));19
this/inv5;(all ref0:(one Teacher)|((# (ref0 . (Person <: Teaches))) > 0));1;(some (Teacher . (Person <: Teaches)));7
this/inv7;(Class in ((Person <: Teaches) . Class));1;(Class in (Teacher . (Person <: Teaches)));2
this/inv11;(all ref0:(one Class)|(some ref1:(one Teacher)|(((ref1 -> ref0) !in (Person <: Teaches)) => ((ref0 -> (Person -> Group)) !in (Class <: Groups)))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));10
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref0 -> (ref3 -> ref1)) in (Class <: Groups))) => ((ref3 -> ref2) in (Person <: Tutors))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Person)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches))) => ((ref3 -> ref2) in (Person <: Tutors))));14
this/inv7;(Class in (Class . (Person <: Teaches)));1;(Class in (Teacher . (Person <: Teaches)));2
this/inv11;(all ref0:(one Class)|(some ref1:(one Teacher)|(((ref1 -> ref0) !in (Person <: Teaches)) => (no (ref0 . (Class <: Groups))))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));13
this/inv9;(! (some ref0:(one Class)|(all ref1:(one Teacher),ref2:(one Teacher)|(((ref1 -> ref0) in (Person <: Teaches)) && (ref1 = ref2) && ((ref2 -> ref0) in (Person <: Teaches))))));1;(! (some ref0:(one Class),ref1:(one Teacher),ref2:(one Teacher)|((ref1 != ref2) && ((ref1 -> ref0) in (Person <: Teaches)) && ((ref2 -> ref0) in (Person <: Teaches)))));12
this/inv12;(lone ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref0 -> ref2)) in (Class <: Groups)))));1;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));9
this/inv9;(all ref0:(one Class),ref1:(one Teacher),ref2:(one Teacher)|((((ref0 -> ref1) in (Person <: Teaches)) && ((ref0 -> ref2) in (Person <: Teaches))) => (ref1 = ref2)));1;(all ref0:(one Class),ref1:(one Teacher),ref2:(one Teacher)|(((ref0 in (ref1 . (Person <: Teaches))) && (ref0 in (ref2 . (Person <: Teaches)))) => (ref1 = ref2)));10
this/inv11;(all ref0:(one Class)|(some ref1:(one Teacher)|(some (ref0 . (Class <: Groups)))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));10
this/inv14;(all ref0:(one Student)|(some ref1:(one Class),ref2:(one Group),ref3:(one Teacher)|((((ref1 -> (ref0 -> ref2)) in (Class <: Groups)) && ((ref3 -> ref1) in (Person <: Teaches))) => ((ref3 -> ref0) in (Person <: Teaches)))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Person)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches))) => ((ref3 -> ref2) in (Person <: Tutors))));18
this/inv5;(always (some ref0:(one Teacher)|(all ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches)))));1;(some ref0:(one Class),ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)));7
this/inv11;(all ref0:(one Class),ref1:(one Teacher)|(some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));15
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Teacher)|(some ref3:(one Student)|((((ref0 -> (ref3 -> ref1)) in (Class <: Groups)) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref3) in (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Person)|((((ref0 -> (ref3 -> ref1)) in (Class <: Groups)) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref3) in (Person <: Tutors))));8
